Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:469001


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
469001;1;01/02/2025;1;"83,1";"484,6";18;25;1;1;1;;0;"17,3";"16,3";"51,0";"0,3";"31,4";"13,1";"23,4";"31,3";"0,9";"5,3";"4,1";"1,3";"18,0";"62,0";"0,1";"0,0";"7,6";"83,1";"0,2";"0,0";"43,7";"1,4";"22,3";"27,3";"8,0";"0,3";"0,0";"14,9";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
469001;1;01/01/2025;1;"54,3";"292,1";30;22;1;1;1;;0;"25,6";"36,9";"0,9";"4,1";"13,9";"1,9";"4,8";"10,8";"0,0";"23,1";"4,4";"0,0";"6,9";"12,9";"4,7";"0,0";"0,0";"0,0";"0,0";"0,0";"21,4";"3,3";"17,3";"0,0";"0,2";"12,3";"16,5";"0,9";"0,0";"54,3";"15,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/12/2024;1;"69,6";"345,2";10;18;1;1;1;;0;"0,0";"0,0";"0,0";"7,0";"1,5";"44,5";"0,0";"6,4";"13,1";"69,6";"6,8";"0,0";"0,0";"0,7";"0,0";"0,0";"16,3";"13,7";"2,2";"16,1";"0,0";"0,0";"0,0";"0,5";"20,5";"1,3";"54,4";"0,0";"34,7";"0,0";"35,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/11/2024;1;"85,7";"365,7";3;20;1;1;1;;0;"0,0";"0,0";"85,7";"5,4";"0,0";"0,0";"13,5";"2,4";"22,0";"0,3";"0,0";"0,0";"82,5";"5,3";"5,2";"0,0";"0,0";"16,6";"0,0";"0,0";"24,0";"2,3";"18,5";"2,3";"17,5";"2,7";"31,5";"22,6";"2,1";"3,3";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/10/2024;1;"70,4";"253,4";23;11;1;1;1;;0;"0,0";"0,0";"0,0";"46,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,8";"0,0";"0,0";"22,9";"0,0";"0,0";"0,0";"0,0";"2,9";"0,0";"0,0";"5,4";"70,4";"0,0";"31,5";"1,4";"5,2";"13,1";"51,3";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/09/2024;1;"34,1";"76,3";23;8;1;1;1;;0;"0,0";"9,6";"6,0";"0,0";"0,0";"0,0";"21,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,5";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"34,1";"0,0";"0,0";"0,0";"0,3";"3,2";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/08/2024;1;"110,0";"171,5";26;6;1;1;1;;0;"0,0";"13,5";"0,0";"1,5";"0,0";"0,0";"4,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,5";"36,6";"0,0";"0,0";"0,0";"0,0";"110,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/07/2024;1;"9,5";"13,9";30;5;1;1;1;;0;"0,5";"2,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,5";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/06/2024;1;"26,5";"117,5";9;14;1;1;1;;0;"0,0";"0,0";"0,0";"22,3";"2,2";"0,0";"16,7";"3,2";"26,5";"15,0";"17,2";"8,2";"0,2";"0,1";"0,0";"0,2";"0,9";"0,0";"0,0";"0,0";"2,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,5";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/05/2024;1;"113,2";"410,6";15;22;1;1;1;;0;"4,8";"4,4";"3,2";"0,0";"23,6";"0,0";"40,3";"0,0";"0,0";"16,4";"4,8";"0,0";"17,1";"0,0";"113,2";"2,0";"0,1";"15,3";"57,1";"14,2";"4,8";"0,0";"0,1";"8,3";"11,6";"65,9";"0,6";"1,4";"1,4";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/04/2024;1;"49,8";"247,0";4;18;1;1;1;;0;"0,0";"0,0";"0,0";"49,8";"9,5";"4,7";"0,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"3,0";"0,0";"8,8";"22,8";"4,8";"47,7";"2,3";"1,4";"0,0";"16,0";"14,4";"0,0";"44,8";"14,5";"0,6";"1,4";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/03/2024;1;"139,8";"422,0";1;21;1;1;1;;0;"139,8";"9,6";"9,6";"0,0";"0,0";"25,8";"3,8";"54,3";"0,0";"22,3";"2,4";"17,3";"1,0";"0,0";"2,8";"4,8";"0,1";"0,1";"0,4";"0,0";"0,3";"0,0";"1,2";"117,8";"0,0";"0,0";"3,4";"2,8";"0,0";"2,4";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/02/2024;1;"74,0";"437,7";18;21;1;1;1;;0;"17,4";"0,1";"5,6";"3,8";"15,9";"48,2";"26,2";"0,1";"0,0";"16,5";"73,8";"29,0";"12,1";"23,0";"13,2";"26,3";"35,9";"74,0";"0,1";"0,0";"9,6";"0,0";"0,0";"0,0";"6,5";"0,4";"0,0";"0,0";"0,0";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
469001;1;01/01/2024;1;"56,8";"348,3";31;22;1;1;1;;0;"0,0";"13,2";"6,8";"0,0";"29,4";"0,0";"0,0";"4,4";"8,7";"0,0";"33,1";"5,9";"0,0";"2,5";"0,0";"22,6";"10,4";"41,7";"2,1";"6,7";"0,0";"23,3";"23,6";"0,9";"0,0";"43,0";"6,1";"1,1";"3,7";"2,3";"56,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/12/2023;1;"89,2";"351,2";21;22;1;1;1;;0;"22,3";"0,0";"10,6";"16,6";"3,1";"12,3";"8,4";"0,7";"0,0";"6,1";"34,5";"18,9";"0,0";"12,7";"20,6";"13,9";"9,2";"0,2";"0,0";"0,0";"89,2";"0,0";"0,0";"3,1";"0,0";"10,6";"0,2";"41,2";"6,4";"0,0";"10,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/11/2023;1;"72,0";"418,8";21;15;1;1;1;;0;"0,0";"0,0";"0,0";"27,5";"54,1";"0,0";"0,0";"11,3";"0,0";"39,5";"0,0";"9,5";"0,0";"31,3";"7,7";"0,0";"0,0";"24,3";"23,0";"0,0";"72,0";"0,0";"0,0";"8,0";"31,3";"6,6";"0,0";"31,1";"0,0";"41,6";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/10/2023;1;"34,7";"120,7";13;9;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,3";"0,0";"3,9";"34,7";"18,8";"0,0";"0,0";"3,5";"0,0";"0,0";"18,7";"27,1";"9,2";"0,0";"0,0";"0,0";"0,0";"2,5";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/09/2023;1;"47,6";"160,6";13;13;1;1;1;;0;"0,4";"16,2";"0,0";"0,0";"4,9";"0,0";"0,0";"0,0";"0,0";"17,6";"11,9";"0,0";"47,6";"0,0";"0,0";"0,5";"0,3";"0,0";"13,7";"0,0";"17,3";"0,0";"0,0";"4,2";"0,0";"0,0";"0,3";"0,0";"25,7";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/08/2023;1;"19,2";"45,8";13;7;1;1;1;;0;"0,0";"2,7";"0,9";"0,0";"0,0";"0,0";"0,0";"9,9";"11,2";"0,0";"0,0";"0,0";"19,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,4";"0,5";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/07/2023;1;"55,0";"211,7";15;12;1;1;1;;0;"0,0";"0,0";"9,3";"0,0";"9,5";"2,3";"0,0";"0,0";"8,0";"0,0";"18,9";"0,0";"0,1";"13,5";"55,0";"23,0";"0,0";"0,0";"0,0";"38,5";"10,8";"0,0";"0,0";"22,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/06/2023;1;"34,7";"176,9";2;16;1;1;1;;0;"7,7";"34,7";"2,1";"0,4";"0,6";"9,1";"10,3";"29,1";"6,0";"0,2";"9,1";"0,0";"18,0";"8,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,5";"0,0";"0,0";"27,5";"0,0";"0,0";"0,0";"3,7";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/05/2023;1;"109,7";"414,6";10;20;1;1;1;;0;"0,0";"39,8";"0,0";"0,0";"26,3";"29,0";"8,0";"0,0";"29,8";"109,7";"0,0";"39,3";"0,0";"1,4";"37,9";"32,03";"14,4";"0,0";"0,0";"2,2";"13,4";"22,4";"4,2";"1,4";"0,0";"0,1";"2,7";"0,1";"0,5";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/04/2023;1;"77,1";"365,1";2;20;1;1;1;;0;"2,7";"77,1";"23,4";"1,1";"0,0";"0,0";"23,8";"2,3";"71,8";"14,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"14,2";"0,0";"0,1";"0,0";"0,1";"20,3";"0,1";"0,3";"23,8";"0,0";"9,9";"1,5";"23,5";"54,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/03/2023;1;"61,1";"216,7";24;17;1;1;1;;0;"23,4";"6,7";"0,0";"2,9";"5,1";"16,9";"16,4";"0,1";"0,0";"0,5";"28,9";"6,9";"1,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"61,1";"4,6";"3,1";"23,2";"0,0";"0,0";"12,6";"2,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/02/2023;1;"88,0";"469,6";5;22;1;1;1;;0;"0,0";"44,9";"2,6";"0,0";"88,0";"1,7";"0,0";"59,5";"6,6";"4,6";"33,8";"22,4";"31,1";"0,1";"0,0";"22,5";"12,2";"2,5";"29,9";"12,3";"3,1";"0,0";"45,0";"31,2";"1,2";"9,5";"0,0";"4,9";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
469001;1;01/01/2023;1;"76,9";"454,1";1;22;1;1;1;;0;"76,9";"8,3";"0,5";"0,0";"18,9";"11,1";"12,8";"22,3";"0,0";"0,0";"4,8";"5,6";"20,5";"0,0";"48,0";"0,0";"8,4";"34,5";"63,5";"2,6";"0,0";"0,0";"12,1";"12,2";"13,6";"0,5";"0,0";"11,4";"0,0";"65,5";"0,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/12/2022;1;"86,0";"347,9";26;17;1;1;1;;0;"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"0,0";"0,0";"0,0";"1,9";"0,5";"41,1";"8,4";"11,2";"37,0";"42,9";"48,3";"7,6";"4,1";"1,8";"0,0";"86,0";"21,1";"0,0";"26,6";"6,2";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/11/2022;1;"107,2";"492,3";23;15;1;1;1;;0;"0,0";"82,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,4";"0,0";"0,0";"0,0";"37,2";"0,2";"52,6";"71,2";"0,4";"0,0";"52,6";"0,0";"26,3";"107,2";"0,1";"0,0";"33,2";"3,2";"24,5";"0,1";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/10/2022;1;"68,3";"209,1";23;15;1;1;1;;0;"0,0";"0,0";"6,8";"0,0";"0,0";"0,0";"11,6";"43,6";"0,0";"9,0";"0,0";"9,9";"0,0";"0,0";"0,0";"9,0";"0,0";"6,3";"0,0";"3,4";"1,1";"0,0";"68,3";"1,1";"1,0";"0,0";"5,0";"2,6";"30,4";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/09/2022;1;"38,9";"108,6";11;6;1;1;1;;0;"0,0";"0,0";"0,0";"7,5";"0,0";"0,0";"0,0";"0,0";"5,7";"3,7";"38,9";"0,0";"0,0";"0,0";"0,0";"30,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"22,6";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/08/2022;1;"38,5";"149,9";29;12;1;1;1;;0;"0,3";"0,1";"0,0";"0,0";"8,4";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"0,0";"13,3";"18,3";"0,0";"27,3";"4,0";"7,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"14,7";"0,0";"38,5";"17,7";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/07/2022;1;"77,6";"190,5";10;18;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"13,1";"0,2";"0,0";"14,2";"4,2";"77,6";"4,5";"3,9";"0,3";"0,0";"0,0";"0,0";"15,0";"7,5";"19,5";"0,1";"0,0";"0,0";"0,0";"14,4";"4,1";"0,0";"6,5";"4,4";"0,7";"0,0";"0,3";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/06/2022;1;"43,9";"199,7";10;15;1;1;1;;0;"28,0";"43,2";"0,0";"16,0";"5,0";"0,1";"0,0";"32,5";"0,1";"43,9";"4,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,9";"0,1";"0,4";"0,0";"0,0";"15,0";"2,5";"7,8";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/05/2022;1;"20,0";"110,1";27;16;1;1;1;;0;"16,0";"0,1";"10,3";"6,3";"0,0";"8,7";"4,7";"16,0";"0,0";"0,0";"0,0";"2,1";"0,0";"10,3";"0,1";"1,2";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,9";"20,0";"0,0";"2,7";"0,0";"8,7";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/04/2022;1;"97,7";"409,5";18;24;1;1;1;;0;"0,6";"39,4";"6,5";"0,1";"0,0";"0,0";"9,6";"2,6";"19,6";"16,6";"13,8";"1,1";"0,0";"30,6";"46,7";"48,7";"26,2";"97,7";"9,3";"0,9";"13,0";"0,1";"0,0";"0,0";"0,3";"0,4";"0,0";"0,1";"4,8";"20,8";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
469001;1;01/03/2022;1;"98,0";"626,2";17;28;3;3;3;;0;"1,9";"0,2";"5,2";"0,0";"0,5";"1,4";"13,2";"32,0";"43,5";"0,1";"19,4";"77,4";"40,0";"0,2";"13,7";"8,2";"98,0";"0,1";"37,1";"0,1";"0,0";"0,0";"46,3";"3,3";"22,3";"7,8";"31,7";"43,7";"43,8";"34,1";"1,0";1;1;1;1;1;1;3;1;1;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1
469001;1;01/02/2022;1;"109,9";"350,3";22;18;3;3;3;;0;"0,0";"0,3";"45,1";"23,4";"17,6";"0,1";"1,7";"15,1";"14,9";"0,0";"0,0";"0,1";"58,4";"9,7";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,1";"109,9";"22,0";"1,0";"1,0";"28,9";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;0;0;0
469001;1;01/01/2022;1;"132,2";"427,2";7;23;3;3;3;;0;"68,1";"17,8";"0,0";"56,8";"1,6";"0,0";"132,2";"1,2";"1,0";"3,8";"1,3";"0,0";"10,0";"0,1";"0,8";"42,8";"2,8";"0,0";"0,0";"3,6";"4,9";"43,6";"0,4";"0,2";"6,3";"27,7";"0,1";"0,0";"0,1";"0,0";"0,0";1;1;1;1;1;1;1;1;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
469001;1;01/12/2021;1;"99,3";"451,5";7;21;1;1;1;;0;"12,4";"0,0";"3,3";"0,0";"17,0";"1,9";"99,3";"0,1";"18,6";"0,1";"63,2";"0,0";"0,0";"4,8";"31,4";"53,4";"39,1";"3,1";"41,3";"24,1";"3,0";"20,3";"0,1";"13,8";"0,0";"0,0";"1,2";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
